Article Name;Article number (MGB);Var;Locations;MMS Stock;MMS Stock (1 piece);WMS Stock;WMS Stock (1 piece);Pick qty;Pick qty (1 piece);Difference;Difference (1 piece)
MPRO 200 GANT NITRILE NOIR M;871663;1;MEAT_SPECIAL_HANDLING-6-19-A1-2,MEAT_SPECIAL_HANDLING-6-15-C1-2,MEAT_SPECIAL_HANDLING-7-9-B1-1;309;309;312;312;0;0;-3;-3
BAC VANILLE 5L ECO;127979;1;DEEP_FROZEN-43-2-A2-4,DEEP_FROZEN-43-13-B1-3,DEEP_FROZEN-40-14-B1-2;62;62;65;65;0;0;-3;-3
COULIS FRAISES 1KG PONTHIER;207729;1;MEAT_SPECIAL_HANDLING-26-18-A3-5,MEAT_SPECIAL_HANDLING-26-17-B1-4;105;105;108;108;0;0;-3;-3
JB CRU PAYS 20T 500G;322311;1;MEAT_SPECIAL_HANDLING-26-15-A3-1;26;26;29;29;0;0;-3;-3
PALOURDE JAP M B.QUIBERON X3 EL/FR.RUDITAPES PHILIPIN.;92718;1;null;-1;-3;0;0;0;0;-1;-3
50 BTE BURGER NOIR 15X14;847700;1;MEAT_SPECIAL_HANDLING-12-14-A1-3,MEAT_SPECIAL_HANDLING-12-14-A3-4;34;34;37;37;0;0;-3;-3
200 BARQ FRITE 480G;876020;1;MEAT_SPECIAL_HANDLING-12-14-A1-1,MEAT_SPECIAL_HANDLING-12-13-A2-5;14;14;17;17;0;0;-3;-3
COLONA SCE PITTA KEBAB 5L;840417;1;MEAT_SPECIAL_HANDLING-6-24-B1-2;56;56;59;59;0;0;-3;-3
HLE AMPHORALINE BIDON 5L;155097;1;MEAT_SPECIAL_HANDLING-7-20-A1-2,MEAT_SPECIAL_HANDLING-6-19-C1-3;62;62;65;65;0;0;-3;-3
GRESSIN SUPER  VITAVIGOR 350G;684175;1;MEAT_SPECIAL_HANDLING-11-23-A4-3;4;4;7;7;0;0;-3;-3
MPRO LIQ LAVE VERRE 1L;685417;1;MEAT_SPECIAL_HANDLING-6-4-A2-5;14;14;17;17;0;0;-3;-3
MELANGE SALE SEAU 3KG MC;176893;1;MEAT_SPECIAL_HANDLING-11-5-A2-2;3;3;6;6;0;0;-3;-3
MC SCE SALAD MOUT ANCIEN 4.9KG;804339;1;MEAT_SPECIAL_HANDLING-9-36-A1-4;13;13;16;16;0;0;-3;-3
HUILE SP FRITUR GIDOLEI 10L;335890;1;MEAT_SPECIAL_HANDLING-6-28-B1-3,MEAT_SPECIAL_HANDLING-8-6-C1-1,MEAT_SPECIAL_HANDLING-7-29-A4-3,MEAT_SPECIAL_HANDLING-5-17-C1-2,MEAT_SPECIAL_HANDLING-7-28-B1-2;90;90;93;93;0;0;-3;-3
NOIX BOEUF SECHE 2KG ENV HALAL;881635;1;MEAT_SPECIAL_HANDLING-21-5-B1-1;-0.46;-0.46;2.34;2.34;0;0;-2.8;-2.8
ROTI PORC ECHINE SOS VPF SV MC;894604;1;MEAT_SPECIAL_HANDLING-22-8-A1-2;51.07;51.07;53.84;53.84;0;0;-2.770000000000003;-2.770000000000003
1/2 PROVOLONE DOUX 800GENV AMB;839937;1;MEAT_SPECIAL_HANDLING-23-7-A1-1;16.36;16.36;19.06;19.06;0;0;-2.6999999999999993;-2.6999999999999993
PATE CAMPAGN ANC 3KG ENV RUSTA;651253;1;MEAT_SPECIAL_HANDLING-25-7-A4-1,MEAT_SPECIAL_HANDLING-25-21-A4-9;26.7;26.7;29.3;29.3;0;0;-2.6000000000000014;-2.6000000000000014
1/2 JB VENDE ANC RUST 3KENV 4M;829368;1;MEAT_SPECIAL_HANDLING-26-16-A3-7;41.36;41.36;43.87;43.87;0;0;-2.509999999999998;-2.509999999999998
BOULE MACREUSE HAL  UE;383554;1;MEAT_SPECIAL_HANDLING-20-14-A1-4;75.16;75.16;77.6;77.6;0;0;-2.4399999999999977;-2.4399999999999977
ROTI BOEUF MACREUSE MC 2KG ENV;636878;1;MEAT_SPECIAL_HANDLING-26-9-A3-8;22.52;22.52;24.91;24.91;0;0;-2.3900000000000006;-2.3900000000000006
BAVETTE FLAN VBF PAD;383529;1;MEAT_SPECIAL_HANDLING-20-19-A1-4;65.78;65.78;67.84;67.84;0;0;-2.0600000000000023;-2.0600000000000023
PC SUCCESS S/V 2KG ENVIRON;674448;1;MEAT_SPECIAL_HANDLING-25-19-A4-8;8;8;10.04;10.04;0;0;-2.039999999999999;-2.039999999999999
CARRE 13 COTE AGN HALAL S/V UK;202891;1;MEAT_SPECIAL_HANDLING-26-16-A3-1;33.5;33.5;35.54;35.54;0;0;-2.039999999999999;-2.039999999999999
50 COUV PET POT GLACE D86MM;864505;1;MEAT_SPECIAL_HANDLING-12-13-A2-1;34;34;36;36;0;0;-2;-2
SH OBLON 100GX60 15%MG UE;864377;1;DEEP_FROZEN-41-13-A1-2,UNLOADING-1;11;11;13;13;0;0;-2;-2
MARJOLAINE BOTTE MC 30GX2;703178;1;MEAT_SPECIAL_HANDLING-33-8-A2-2;14;28;15;30;0;0;-1;-2
JB CUIT SUP 10T 400G PORC FERM;861930;1;MEAT_SPECIAL_HANDLING-24-16-A3-5;31;31;33;33;0;0;-2;-2
EMINCE FLT PLT ROTI HALAL 1KG;819214;1;DEEP_FROZEN-40-10-A1-3,DEEP_FROZEN-40-10-B1-2,DEEP_FROZEN-41-2-B1-1,DEEP_FROZEN-40-10-B1-3;878;878;880;880;0;0;-2;-2
MINI BURGERS ASSORT 18X40G;900667;1;MEAT_SPECIAL_HANDLING-25-18-A3-5;2;2;4;4;0;0;-2;-2
BLUE CHIPS SEAU 725G ALLAUCH;665397;1;MEAT_SPECIAL_HANDLING-10-34-A2-2,MEAT_SPECIAL_HANDLING-10-34-A3-5;10;10;12;12;0;0;-2;-2
PATE A TARTINER BASQUELLA 650G;863293;1;MEAT_SPECIAL_HANDLING-10-36-A4-1;35;35;37;37;0;0;-2;-2
SEL FIN CEREBOS SEAU 5 KG;834841;1;MEAT_SPECIAL_HANDLING-6-8-B1-3,MEAT_SPECIAL_HANDLING-6-8-B1-2,MEAT_SPECIAL_HANDLING-6-18-A1-2;238;238;240;240;0;0;-2;-2
CONSIGNE PAL BLEU 100/120 CHEP;890080;1;null;-2;-2;0;0;0;0;-2;-2
PATE D ARACHIDE 500G;687724;1;null;-2;-2;0;0;0;0;-2;-2
MPRO 200 GANT NITRILE NOIR S;871655;1;MEAT_SPECIAL_HANDLING-8-26-B1-2,MEAT_SPECIAL_HANDLING-7-31-B1-1,MEAT_SPECIAL_HANDLING-7-31-A3-2;207;207;209;209;0;0;-2;-2
MINI HOT DOG X15;800651;1;DEEP_FROZEN-43-2-A2-5;8;8;10;10;0;0;-2;-2
50 POT A GLACE KRAFT 15CL;847876;1;MEAT_SPECIAL_HANDLING-5-36-A4-2,MEAT_SPECIAL_HANDLING-5-28-A1-1;59;59;61;61;0;0;-2;-2
AIGUILLETTE HAPPYVORE 1KG;896743;1;DEEP_FROZEN-42-2-B1-4,DEEP_FROZEN-42-2-A1-3;65;65;67;67;0;0;-2;-2
CREVETTE CRUE DEC 30/40 X2 EL/EQU.PENAEUS VANNAMEI;37327;1;FISH-53-4-A1-2;1;2;2;4;0;0;-1;-2
NOIX ST JAC CORAIL 4X2kg P/ANE BOITE.PECTEN MAXIMUS;83895;1;FISH-54-9-A1-1,CROSS_DOCKING-MEAT_SPECIAL_HANDLING-1;24;24;26;26;0;0;-2;-2
FLT MERLU 2/500 A/P X2 P/ANE.MERLUCCIUS MERLUCC.;36032;1;null;-2;-2;0;0;0;0;-2;-2
RICOTTA POT 450G GRANAROLO;176544;1;MEAT_SPECIAL_HANDLING-24-14-A4-7;21;21;23;23;0;0;-2;-2
SUPREMES PANES VEGETAUX 1 KG;896731;1;DEEP_FROZEN-42-6-A1-2,UNLOADING-1;95;95;97;97;0;0;-2;-2
CHAMALLOW ORIGINAL 210P;839844;1;MEAT_SPECIAL_HANDLING-11-9-A2-1,MEAT_SPECIAL_HANDLING-11-9-B1-3;6;6;8;8;0;0;-2;-2
ARO LIQ VAISS MAIN CIT 10L;155442;1;MEAT_SPECIAL_HANDLING-7-10-A1-2,MEAT_SPECIAL_HANDLING-7-10-B1-1,MEAT_SPECIAL_HANDLING-7-10-B1-3,MEAT_SPECIAL_HANDLING-6-35-B1-1;220;220;222;222;0;0;-2;-2
POIS CHICHES 3/1 JARD NAVARRE;170156;1;MEAT_SPECIAL_HANDLING-9-32-B1-2,MEAT_SPECIAL_HANDLING-9-32-A4-3;40;40;42;42;0;0;-2;-2
50 BTE SALADE KRAFT + COUV;172704;1;MEAT_SPECIAL_HANDLING-12-11-A1-1,MEAT_SPECIAL_HANDLING-12-11-B1-3;10;10;12;12;0;0;-2;-2
BEURRE DS PLQ 250G ROCHAMBEAU;894765;1;MEAT_SPECIAL_HANDLING-26-3-A3-2;84;84;86;86;0;0;-2;-2
COINTREAU 40D 70CL;387616;1;MEAT_SPECIAL_HANDLING-8-9-A3-3;33;33;35;35;0;0;-2;-2
COUTEAUX X1X3PCS P/ANE MSC.ENSIS LEEI.;17318;1;FISH-50-5-A1-2;4;4;6;6;0;0;-2;-2
TORTILLA NATURE 750G MC;399585;1;MEAT_SPECIAL_HANDLING-9-18-C1-2,MEAT_SPECIAL_HANDLING-11-31-A4-3,MEAT_SPECIAL_HANDLING-11-30-C1-1;113;113;115;115;0;0;-2;-2
BEURRE DOUX CUBE 25KG;805556;1;MEAT_SPECIAL_HANDLING-22-8-B1-2,MEAT_SPECIAL_HANDLING-24-14-B1-2,MEAT_SPECIAL_HANDLING-24-20-A1-9;11;11;13;13;0;0;-2;-2
CHAMP SHIITAKE 2K FRFRANCE;12910;1;MEAT_SPECIAL_HANDLING-32-1-A1-3,MEAT_SPECIAL_HANDLING-33-13-A1-4;3;3;5;5;0;0;-2;-2
BIGARREAU ROUGE CONFIT N1 1KG;859806;1;MEAT_SPECIAL_HANDLING-10-7-A3-2;6;6;8;8;0;0;-2;-2
100 POT SAUCE 6CL;384565;1;MEAT_SPECIAL_HANDLING-12-12-A2-3,MEAT_SPECIAL_HANDLING-12-12-B1-1,MEAT_SPECIAL_HANDLING-12-13-C1-3;144;144;146;146;0;0;-2;-2
PORTO ROUGE DON PABLO 19D 75CL;810219;1;MEAT_SPECIAL_HANDLING-9-9-A3-4,MEAT_SPECIAL_HANDLING-9-13-B1-3;42;42;39;44;0;0;3;-2
CHOU BROCOLI BIMI 800G PTPORTUGAL;761154;1;MEAT_SPECIAL_HANDLING-32-11-A3-2;2;2;4;4;0;0;-2;-2
MYRTILLE 125G BQ12 C1 MAMAROC;82676;1;MEAT_SPECIAL_HANDLING-33-13-A1-3;56;56;58;58;0;0;-2;-2
MPRO SAC POUB INCORP 25X160L;819213;1;MEAT_SPECIAL_HANDLING-6-7-B1-3,MEAT_SPECIAL_HANDLING-7-17-A1-1,MEAT_SPECIAL_HANDLING-7-9-C1-3,MEAT_SPECIAL_HANDLING-7-10-B1-2;578;578;580;580;0;0;-2;-2
MPRO NETT SOL PH NEUTRE 5L;387544;1;MEAT_SPECIAL_HANDLING-1-34-C1-2;60;60;62;62;0;0;-2;-2
MPRO LIQ RINCAGE MACHINE 10L;813600;1;MEAT_SPECIAL_HANDLING-2-12-A1-1,IN-1;6;6;8;8;0;0;-2;-2
PUREE F PASSION 2.5KG PONTHIER;805123;1;MEAT_SPECIAL_HANDLING-25-13-A3-7;6;6;8;8;0;0;-2;-2
CHAP PANKO GOLDEN TURTLE 1KG;394234;1;MEAT_SPECIAL_HANDLING-6-30-A1-2;61;61;63;63;0;0;-2;-2
TOMATES CONCAS.PULPA MUTTI 5/1;834844;1;MEAT_SPECIAL_HANDLING-6-27-C1-2,MEAT_SPECIAL_HANDLING-6-32-A1-3,MEAT_SPECIAL_HANDLING-7-7-B1-3,MEAT_SPECIAL_HANDLING-6-26-C1-2;570;570;572;572;0;0;-2;-2
MPRO 100 GANT LATEX S;804789;1;MEAT_SPECIAL_HANDLING-8-12-B1-3,MEAT_SPECIAL_HANDLING-7-31-B1-2,MEAT_SPECIAL_HANDLING-7-31-A4-4;474;474;476;476;0;0;-2;-2
FILET PLT BLC 5KG UE SAT;650386;1;MEAT_SPECIAL_HANDLING-26-4-A2-6,MEAT_SPECIAL_HANDLING-22-10-B1-3;71;71;73;73;0;0;-2;-2
100 SERV 1 PLI 33X33;394736;1;MEAT_SPECIAL_HANDLING-7-11-A1-1;133;133;135;135;0;0;-2;-2
RIOBA SCE SALAD BUCH 10GX100;679960;1;MEAT_SPECIAL_HANDLING-9-18-A1-3;13;13;15;15;0;0;-2;-2
TOM RDE GRP COCKTAIL 3.5K C1 FR FRANCE;710714;1;null;-2;-2;0;0;0;0;-2;-2
LOTUS SPECULOOS 400 PCES;394965;1;MEAT_SPECIAL_HANDLING-9-18-B1-3,MEAT_SPECIAL_HANDLING-9-24-A4-1;21;21;23;23;0;0;-2;-2
TOM CER ALL 250G BQ9 C1 ESESPAGNE;30514;1;MEAT_SPECIAL_HANDLING-33-13-A2-4;7;7;9;9;0;0;-2;-2
TOM CER RDE RGE 4K C1 FRFRANCE;82836;1;MEAT_SPECIAL_HANDLING-30-5-A1-2;13;13;15;15;0;0;-2;-2
*SUCRE SEMOULE PAT BS SAC 25KG;840757;1;MEAT_SPECIAL_HANDLING-8-12-C1-2,MEAT_SPECIAL_HANDLING-7-27-C1-3,MEAT_SPECIAL_HANDLING-7-29-C1-1,MEAT_SPECIAL_HANDLING-7-29-B1-1,MEAT_SPECIAL_HANDLING-6-29-A1-2;150;150;152;152;0;0;-2;-2
PALERON VBF S/P;383531;1;MEAT_SPECIAL_HANDLING-26-16-B1-2,MEAT_SPECIAL_HANDLING-22-10-A1-3;38.72;38.72;40.54;40.54;0;0;-1.8200000000000003;-1.8200000000000003
1/4BLEUAUVERG AOPLC 700GENMDF;142267;1;MEAT_SPECIAL_HANDLING-24-12-A2-3;10.16;10.16;11.92;11.92;0;0;-1.7599999999999998;-1.7599999999999998
1/2 BRIE MEAUX AOP 1/2 AFF MDF;687209;1;MEAT_SPECIAL_HANDLING-25-21-A2-7;11.98;11.98;13.64;13.64;0;0;-1.6600000000000001;-1.6600000000000001
EMMENTAL FR BLC 2KG ENV MC;896811;1;MEAT_SPECIAL_HANDLING-25-15-A1-4;16.53;16.53;18.13;18.13;0;0;-1.5999999999999979;-1.5999999999999979
ROTI PORC CUIT SUP 1KG ENV RUS;650131;1;MEAT_SPECIAL_HANDLING-25-4-A1-1;24.02;24.02;25.19;25.19;0;0;-1.1700000000000017;-1.1700000000000017
TOURTEAU VIVANT 8/1000 X10 P/ANE.CANCER PAGURUS;34597;1;FISH-50-1-A1-4;8.38;8.38;9.54;9.54;0;0;-1.1599999999999984;-1.1599999999999984
EPAULE AGN A/OS HAL S/V UK;202920;1;MEAT_SPECIAL_HANDLING-26-12-A1-5;62.55;62.55;63.56;63.56;0;0;-1.0100000000000051;-1.0100000000000051
250 POT A SAUCE 3 CL;321850;1;MEAT_SPECIAL_HANDLING-7-35-A2-3,MEAT_SPECIAL_HANDLING-7-35-C1-1;75;75;76;76;0;0;-1;-1
MC SUCRE SEMOULE TRES FIN 10KG;626423;1;MEAT_SPECIAL_HANDLING-6-26-A1-1,MEAT_SPECIAL_HANDLING-6-19-C1-2;16;16;17;17;0;0;-1;-1
10 PAINS PITA  800G;627642;1;MEAT_SPECIAL_HANDLING-23-5-A1-2,MEAT_SPECIAL_HANDLING-25-3-B1-4;267;267;268;268;0;0;-1;-1
PULCO CITRON 70CL;397625;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-2-3-B1-1,MEAT_SPECIAL_HANDLING-4-9-C1-1;847;847;848;848;0;0;-1;-1
TABASCO ROUGE 4X60ML;825379;1;null;-1;-1;0;0;0;0;-1;-1
TOM ALL. BELMANDIA SOL EN VIE C2 FRFRANCE;762380;1;MEAT_SPECIAL_HANDLING-33-13-A3-5;3;3;4;4;0;0;-1;-1
VALRHONA CELAYA CHOCOLAT 1L;166542;1;MEAT_SPECIAL_HANDLING-10-31-A4-4;9;9;10;10;0;0;-1;-1
50 BTE AMERIC KRAFT 1350ML;871345;1;MEAT_SPECIAL_HANDLING-12-23-A1-1,MEAT_SPECIAL_HANDLING-12-27-C1-2;51;51;52;52;0;0;-1;-1
MPRO 40 ASS RECT PULP 20*28;833256;1;MEAT_SPECIAL_HANDLING-5-32-A3-5;19;19;20;20;0;0;-1;-1
LAMELLES ENCORNET BARQUETTE1KG;127973;1;DEEP_FROZEN-43-10-A1-7,UNLOADING-1,DEEP_FROZEN-43-15-A2-2;30;30;31;31;0;0;-1;-1
MC POIS CHICHE 11MM 5KG;856644;1;MEAT_SPECIAL_HANDLING-8-2-A1-6;10;10;11;11;0;0;-1;-1
TOM CER ALL DUO PIG SAV 250G BQ12 C1 FRFRANCE;85019;1;MEAT_SPECIAL_HANDLING-33-13-A1-9;37;37;38;38;0;0;-1;-1
BUCHETTE SUCRE 4GX1000 RIOBA;847622;1;MEAT_SPECIAL_HANDLING-11-28-C1-1,MEAT_SPECIAL_HANDLING-10-1-B1-1,MEAT_SPECIAL_HANDLING-9-10-B1-2;222;222;223;223;0;0;-1;-1
MPRO LIQ VAISS MACHINE 20L;813601;1;INSPECTION-1,MEAT_SPECIAL_HANDLING-5-12-A1-3;4;4;5;5;0;0;-1;-1
IGP SYRAH RGE A DARTOIS BIB 5L;893836;1;MEAT_SPECIAL_HANDLING-8-20-A4-3;13;13;14;14;0;0;-1;-1
TOASTI CHEDD 10TR 200G LA VQR;167976;1;MEAT_SPECIAL_HANDLING-26-3-A2-3;112;112;113;113;0;0;-1;-1
ENCORNETS TUBES 1KG;331367;1;DEEP_FROZEN-43-6-A2-5;14;14;15;15;0;0;-1;-1
PLT JNE PAC NU HAL 1.2KG*10 FR;604623;1;null;-1;-1;0;0;0;0;-1;-1
AUBERG MC 5K C.3/4 C1 ESESPAGNE;714892;1;MEAT_SPECIAL_HANDLING-32-2-A1-2;10;10;11;11;0;0;-1;-1
SEL GROS ESSORE 25KG SALINS;302184;1;MEAT_SPECIAL_HANDLING-7-20-B1-1;34;34;35;35;0;0;-1;-1
LEVURE 42G*24 FALA MENAGERE;218808;1;MEAT_SPECIAL_HANDLING-26-19-A4-1;11;11;12;12;0;0;-1;-1
AEROSOL SUCREE 700ML DEBIC;844396;1;MEAT_SPECIAL_HANDLING-26-21-B1-2,MEAT_SPECIAL_HANDLING-22-7-A1-2;494;494;495;495;0;0;-1;-1
CROUTONS RONDS NATURE 500G;825351;1;MEAT_SPECIAL_HANDLING-9-16-A2-2;15;15;16;16;0;0;-1;-1
CHAMP PLEUROTE GRIS 2K FRFRANCE;30822;1;MEAT_SPECIAL_HANDLING-32-8-A1-2;1;1;2;2;0;0;-1;-1
COULIS F ROUGES 1KG METRO CHEF;241300;1;MEAT_SPECIAL_HANDLING-25-5-B1-4,MEAT_SPECIAL_HANDLING-25-5-A3-1;103;103;104;104;0;0;-1;-1
POM GOLDEN LIMDOR 201/270 C1 FRFRANCE;713627;1;MEAT_SPECIAL_HANDLING-30-3-A1-1;46;46;47;47;0;0;-1;-1
MOELLEUX CHOCO X 44;687166;1;MEAT_SPECIAL_HANDLING-12-5-A3-2;6;6;7;7;0;0;-1;-1
JB SEC 30T 1KG SALOIR;289789;1;MEAT_SPECIAL_HANDLING-20-14-B1-2;32;32;33;33;0;0;-1;-1
MPRO SAC POUB COULISS 30X100L;819193;1;MEAT_SPECIAL_HANDLING-6-13-C1-2,MEAT_SPECIAL_HANDLING-6-13-A1-2;41;41;42;42;0;0;-1;-1
SCISSON SEC CEPES 200G SDMB;171724;1;MEAT_SPECIAL_HANDLING-25-13-A4-3;24;24;25;25;0;0;-1;-1
MOZZA PACK 10X125G ARO;833185;1;MEAT_SPECIAL_HANDLING-25-1-A1-1,MEAT_SPECIAL_HANDLING-26-13-B1-4;56;56;57;57;0;0;-1;-1
OEUF LIQ ENTIER BD 5KG ATLANTI;881970;1;MEAT_SPECIAL_HANDLING-20-1-A1-1;8;8;9;9;0;0;-1;-1
BASILIC CISELE 250G DAREGAL;209594;1;DEEP_FROZEN-43-10-A4-3;14;14;15;15;0;0;-1;-1
JB DINDE 16T 480G HALAL;170492;1;MEAT_SPECIAL_HANDLING-26-5-A4-6,MEAT_SPECIAL_HANDLING-25-12-A2-1;74;74;75;75;0;0;-1;-1
CANELES BORDEAUX 17G X80;220304;1;DEEP_FROZEN-42-8-A1-2,DEEP_FROZEN-42-6-B1-2;32;32;33;33;0;0;-1;-1
ITALIAN BLC 10L VALFIORE11D;157644;1;MEAT_SPECIAL_HANDLING-8-22-C1-2;49;49;50;50;0;0;-1;-1
SIROP RIOBA COCO 70CL VP;887880;1;MEAT_SPECIAL_HANDLING-4-9-A2-2;11;11;12;12;0;0;-1;-1
100 FILET CHEVEUX NOIR;686596;1;MEAT_SPECIAL_HANDLING-6-1-A2-3,MEAT_SPECIAL_HANDLING-6-4-A4-5;67;67;68;68;0;0;-1;-1
CHIPS AUTHENTIQUE SEAU 725G AL;665396;1;MEAT_SPECIAL_HANDLING-10-35-B1-1;7;7;8;8;0;0;-1;-1
COCO RAPEE 1KG METRO CHEF;662145;1;MEAT_SPECIAL_HANDLING-9-2-A4-3;33;33;34;34;0;0;-1;-1
PUREE CITRON VERT 1KG PONTHIER;328734;1;MEAT_SPECIAL_HANDLING-22-17-B1-3,MEAT_SPECIAL_HANDLING-25-13-A1-7;180;180;181;181;0;0;-1;-1
MPRO 50 BTE PATIS BLANC 25X8CM;233969;1;MEAT_SPECIAL_HANDLING-12-8-A3-1,MEAT_SPECIAL_HANDLING-12-12-A4-1;18;18;19;19;0;0;-1;-1
FIL COLIN ALASKA 120/140G MSC;851558;1;DEEP_FROZEN-42-8-A2-6,DEEP_FROZEN-41-7-A3-6;11;11;12;12;0;0;-1;-1
MPRO 50 BTE PATIS BLANC 20X5CM;387602;1;INSPECTION-3,MEAT_SPECIAL_HANDLING-12-8-A1-2;9;9;10;10;0;0;-1;-1
SKYR VEGETAL 400G SOJASUN;893339;1;MEAT_SPECIAL_HANDLING-21-12-A1-1;111;111;112;112;0;0;-1;-1
SOLICUISINE DEGRAIS ALMT 5L;168678;1;MEAT_SPECIAL_HANDLING-8-26-C1-1,MEAT_SPECIAL_HANDLING-4-33-A1-2;7;7;8;8;0;0;-1;-1
OIG JNE MC 1K C.6/8 BOX80 C1 FRFRANCE;762116;1;MEAT_SPECIAL_HANDLING-31-6-A1-1;166;166;167;167;0;0;-1;-1
MELANGE SALADE 1KG FRUIBON;151130;1;MEAT_SPECIAL_HANDLING-11-3-A1-4,MEAT_SPECIAL_HANDLING-9-14-B1-1;92;92;93;93;0;0;-1;-1
MPRO MAXI BOBINE 2P 1000FX2;871298;1;null;-1;-1;0;0;0;0;-1;-1
PIMENT VEGETARIEN AU POIDS FR A/C FRANCE;760141;1;INSPECTION-3;0;0;1;1;0;0;-1;-1
OIGNON EPLUCHE 2K METRO CHE UE;202155;1;MEAT_SPECIAL_HANDLING-26-1-A3-4;5;5;6;6;0;0;-1;-1
VINAIGRE BLANC 8° - 10 L ARO;892809;1;MEAT_SPECIAL_HANDLING-11-31-A3-4,MEAT_SPECIAL_HANDLING-11-32-C1-3;36;36;37;37;0;0;-1;-1
FILET PLT BLC STD 2.5 S/AT FR;832619;1;IN-1,MEAT_SPECIAL_HANDLING-26-18-A1-6;17;17;18;18;0;0;-1;-1
GRAINE DE CHIA 500G VANUA;896863;1;MEAT_SPECIAL_HANDLING-10-27-A2-2;26;26;27;27;0;0;-1;-1
ALLUMETTE FUM BOIS HETR 1KG MC;382099;1;MEAT_SPECIAL_HANDLING-22-19-A1-1,MEAT_SPECIAL_HANDLING-24-2-B1-3;344;344;345;345;0;0;-1;-1
TOBIKO WASABI 12X70G.NC;706288;1;FISH-51-2-A2-2;4;4;5;5;0;0;-1;-1
Q.CREV DECO CRU COCKT 31/40 MC;849718;1;DEEP_FROZEN-43-17-B1-4,DEEP_FROZEN-43-3-A1-2,DEEP_FROZEN-43-8-A1-7;62;62;63;63;0;0;-1;-1
OEUF 90 M PPA;886034;1;MEAT_SPECIAL_HANDLING-20-16-A1-1,MEAT_SPECIAL_HANDLING-22-18-A1-4;55;55;56;56;0;0;-1;-1
BRESAOLA EMINCEE BQ 500G;144368;1;MEAT_SPECIAL_HANDLING-21-19-A1-1,MEAT_SPECIAL_HANDLING-25-4-A3-8;39;39;40;40;0;0;-1;-1
SOLIV LIQ VAISS MACHINE 5L;155385;1;MEAT_SPECIAL_HANDLING-4-36-A1-2;1;1;2;2;0;0;-1;-1
PENN ZITI RIGATE RISTORANTE3KG;169249;1;null;-1;-1;0;0;0;0;-1;-1
MC RIZ BASMATI  5KG;891958;1;MEAT_SPECIAL_HANDLING-9-16-B1-3,UNLOADING-1,MEAT_SPECIAL_HANDLING-10-26-B1-2;182;182;183;183;0;0;-1;-1
MOGU MOGU MANGUE PET 32CLX6;176375;1;MEAT_SPECIAL_HANDLING-5-31-A1-4,INSPECTION-3;29;29;30;30;0;0;-1;-1
OR A JUS 14.5k C.6/8 15 C2 EGEGYPTE;762327;1;MEAT_SPECIAL_HANDLING-31-10-A1-1;17;17;18;18;0;0;-1;-1
MINI CARAMBAR CARAMEL 1KG;683861;1;MEAT_SPECIAL_HANDLING-9-30-A2-5,MEAT_SPECIAL_HANDLING-9-16-A2-4;61;61;62;62;0;0;-1;-1
50 POT A SOUPE KRAFT 24CL;866152;1;MEAT_SPECIAL_HANDLING-12-13-A1-5;21;21;22;22;0;0;-1;-1
SALADE FRUIT SAISON 3KG MCHEF;675081;1;MEAT_SPECIAL_HANDLING-23-22-A1-4;21;21;22;22;0;0;-1;-1
MPRO 50 BTE PATIS BLANC 26X5CM;233900;1;MEAT_SPECIAL_HANDLING-12-14-A1-2;10;10;11;11;0;0;-1;-1
MC SAUCE PIMENT POUR NEMS 1L;816595;1;MEAT_SPECIAL_HANDLING-11-1-A3-4;13;13;14;14;0;0;-1;-1
50 BTE NUMERO 11 14X14X7;650266;1;MEAT_SPECIAL_HANDLING-12-9-A3-3;10;10;11;11;0;0;-1;-1
MPRO ESSUIE-MAIN PL.Z 200F X15;875807;1;MEAT_SPECIAL_HANDLING-12-21-A1-2,MEAT_SPECIAL_HANDLING-12-21-B1-2;87;87;88;88;0;0;-1;-1
CREVETTE TROP 100/200 900G MC;216327;1;MEAT_SPECIAL_HANDLING-25-15-A1-2,MEAT_SPECIAL_HANDLING-25-11-A4-8;28;28;29;29;0;0;-1;-1
CROQUE MONSIEUR 170G X12;896809;1;DEEP_FROZEN-43-6-A4-4;10;10;11;11;0;0;-1;-1
MC COQUILLETTES 5KG;158459;1;UNLOADING-1,MEAT_SPECIAL_HANDLING-8-2-A1-3,MEAT_SPECIAL_HANDLING-8-2-B1-2;76;76;77;77;0;0;-1;-1
FECULE POMME DETERRE 5KG;834810;1;MEAT_SPECIAL_HANDLING-11-5-B1-2,MEAT_SPECIAL_HANDLING-11-5-A3-2;16;16;17;17;0;0;-1;-1
LINGUINE  5KG    BARILLA;683559;1;MEAT_SPECIAL_HANDLING-7-29-A3-1,MEAT_SPECIAL_HANDLING-7-33-A1-2;12;12;13;13;0;0;-1;-1
YOGHURT YAYLA  10% SEAU 5KG;665067;1;MEAT_SPECIAL_HANDLING-23-12-B1-2,MEAT_SPECIAL_HANDLING-22-10-A1-1;60;60;61;61;0;0;-1;-1
MC CORNICHON MI FIN 60/79 5/1;834972;1;MEAT_SPECIAL_HANDLING-10-12-A1-5,MEAT_SPECIAL_HANDLING-10-1-C1-3;13;13;14;14;0;0;-1;-1
