Article Name,Article number (MGB),Var,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
TOMATES POLPA   PEZZI 5/1 MUT.,834836,1,MEAT_SPECIAL_HANDLING-11-25-A3-2,24,24,21,21,0,0,3,3
MC HUILE ARACHIDE 5L,835272,1,MEAT_SPECIAL_HANDLING-2-4-A2-4,5,5,2,2,0,0,3,3
SANGRIA DRINK  RGE 7% 10L ESP,856976,1,"MEAT_SPECIAL_HANDLING-8-25-B1-1,MEAT_SPECIAL_HANDLING-8-18-A3-4",38,38,35,35,0,0,3,3
OIGNONS EMINCES 2.5KG MC,244881,1,"DEEP_FROZEN-40-6-A1-1,UNLOADING-1",91,91,88,88,0,0,3,3
OR MC 2K C.3/4 FILET10 ESESPAGNE,762381,1,MEAT_SPECIAL_HANDLING-31-9-A1-1,76,76,73,73,0,0,3,3
MR PROPRE NETT MU CITRON 5L,173393,1,"UNLOADING-1,MEAT_SPECIAL_HANDLING-8-26-A1-4",17,17,14,14,0,0,3,3
GIRASOLE RICOTTA CEPES 1KG MC,159604,1,MEAT_SPECIAL_HANDLING-24-20-A3-8,12,12,9,9,0,0,3,3
SAUCE BEARNAISE 3L VLEMINCKX,834870,1,MEAT_SPECIAL_HANDLING-11-2-A2-3,10,10,7,7,0,0,3,3
"CUBES DE PATATES DOUCES 2,5KG",862685,1,DEEP_FROZEN-42-14-A2-9,19,19,16,16,0,0,3,3
MC POIVRON LANIERE ROUGE 5/1,653385,1,MEAT_SPECIAL_HANDLING-10-14-A4-1,15,15,12,12,0,0,3,3
PLAQUE LASAGNE 1KG METRO CHEF,900142,1,"MEAT_SPECIAL_HANDLING-24-16-B1-1,MEAT_SPECIAL_HANDLING-24-16-A3-9",17,17,14,14,0,0,3,3
"CHOCOLAT LAIT 33,8% SAC 10KG",156198,1,MEAT_SPECIAL_HANDLING-7-25-A3-2,6,6,3,3,0,0,3,3
TOURTEAU VIVANT 8/1000 X10 P/ANE.CANCER PAGURUS,34597,1,FISH-50-1-A1-4,17,17,13.85,13.85,0,0,3.1500000000000004,3.1500000000000004
50 BTE NUMERO 12 17X17X8,665025,1,"MEAT_SPECIAL_HANDLING-12-14-A4-1,MEAT_SPECIAL_HANDLING-12-10-A2-4",13,13,9,9,0,0,4,4
"MOZZA 40% MG RAPEE 2,5KG MC",886977,1,"MEAT_SPECIAL_HANDLING-23-5-B1-1,MEAT_SPECIAL_HANDLING-25-11-B1-1",104,104,100,100,0,0,4,4
PAILLET.FEUILLETINE 2KG5 BARRY,221605,1,MEAT_SPECIAL_HANDLING-11-5-A3-4,14,14,10,10,0,0,4,4
FRITES 6/6 10KG LAMBWESTON,397700,1,DEEP_FROZEN-40-4-A1-1,18,72,17,68,0,0,1,4
CHOC NOIR DROP 50% 5KG,174522,1,"MEAT_SPECIAL_HANDLING-7-23-A1-5,MEAT_SPECIAL_HANDLING-7-24-B1-1",13,13,9,9,0,0,4,4
24 VAP CABERNET VIN JEUNE 35CL,392805,1,"MEAT_SPECIAL_HANDLING-12-20-C1-2,MEAT_SPECIAL_HANDLING-12-20-A4-2",10,10,6,6,0,0,4,4
FILET PLT BLC HAL 5KG UE SAT,636903,1,MEAT_SPECIAL_HANDLING-24-1-A1-3,64,64,60,60,0,0,4,4
RIZ THAI PARF 10KG RDM,806435,1,MEAT_SPECIAL_HANDLING-10-35-A2-5,7,7,3,3,0,0,4,4
"CORDON BLEU 2,5KG HAL CERT",894417,1,DEEP_FROZEN-43-4-A3-3,9,9,5,5,0,0,4,4
MPRO 100 POCHE PATISSIER 23X45,878058,1,MEAT_SPECIAL_HANDLING-12-32-A4-3,12,12,8,8,0,0,4,4
PAIN SP CROQUE LC 1KG MC,896512,1,"MEAT_SPECIAL_HANDLING-24-10-A1-4,MEAT_SPECIAL_HANDLING-26-22-A1-2",96,96,92,92,0,0,4,4
BORGES HUILE MERAVELLA 5L,810523,1,MEAT_SPECIAL_HANDLING-2-4-A2-1,12,12,8,8,0,0,4,4
BETTERAVE BLCHE 2K FRFRANCE,94001,1,MEAT_SPECIAL_HANDLING-33-9-A2-1,8,8,4,4,0,0,4,4
MPRO LIQ VAISS MAIN ECO 1L,854086,1,MEAT_SPECIAL_HANDLING-4-25-A1-3,28,28,24,24,0,0,4,4
PERRIER 6*50CL PET,863213,1,MEAT_SPECIAL_HANDLING-3-11-A1-3,22,88,21,84,0,0,1,4
CELERI RAVE PC6 FRFRANCE,704874,1,MEAT_SPECIAL_HANDLING-30-9-A1-3,49,49,45,45,0,0,4,4
MPRO 50 BARQ ALU  2500 ML,895788,1,MEAT_SPECIAL_HANDLING-6-12-A2-5,12,12,8,8,0,0,4,4
HARICOT MUNGO BIO*SOJA 4KG FR,853084,1,null,4,4,0,0,0,0,4,4
NAPPAGE MIROIR 1.5KG FROID NEU,385087,1,MEAT_SPECIAL_HANDLING-9-20-A1-1,8,8,4,4,0,0,4,4
ENTRECOTE 4/5KG VBF S/P,385332,1,MEAT_SPECIAL_HANDLING-23-14-A1-3,53.17,53.17,49.17,49.17,0,0,4,4
GAVOT.1/2 TINE BTEFER 120SX2,222500,1,MEAT_SPECIAL_HANDLING-11-15-A1-1,14,14,10,10,0,0,4,4
"HACHE VR 20%MG VBF 1,3KG S/AT",326537,1,"MEAT_SPECIAL_HANDLING-26-2-A3-6,MEAT_SPECIAL_HANDLING-26-20-A3-5",40,40,36,36,0,0,4,4
CHEDDAR ROUGE RAPE 1KG MC,163709,1,MEAT_SPECIAL_HANDLING-22-7-A1-1,425,425,421,421,0,0,4,4
JB BAYONNE 2X250G MC,672745,1,MEAT_SPECIAL_HANDLING-23-22-A1-1,63,63,59,59,0,0,4,4
"LE TENDRE NATUR 2,5KG HAL CERT",894290,1,DEEP_FROZEN-40-17-A1-2,50,50,46,46,0,0,4,4
PRESENTOIR 140 OURSONS CEMOI,893369,1,MEAT_SPECIAL_HANDLING-10-35-A4-1,14,14,10,10,0,0,4,4
EARL GREY 100SC ETP TWININGS,839878,1,null,4,4,0,0,0,0,4,4
"PDT QUARTIER PEAU JOSY 2,5KG",856020,1,null,4,4,0,0,0,0,4,4
FARFALLE ROCHAMBEAU 500G,880559,1,MEAT_SPECIAL_HANDLING-10-20-A3-5,45,45,41,41,0,0,4,4
"DESPERADOS 5,9D 12X33CL VP",148310,1,"MEAT_SPECIAL_HANDLING-5-21-C1-4,MEAT_SPECIAL_HANDLING-2-5-A1-1",85,85,81,81,0,0,4,4
MP 6 GOB FB AVEIRO 35CL,155835,1,MEAT_SPECIAL_HANDLING-12-24-A3-1,10,10,6,6,0,0,4,4
50 BTE BURGER KRAFT 140X140X70,180214,1,MEAT_SPECIAL_HANDLING-12-9-A3-4,14,14,10,10,0,0,4,4
MPRO CREME LAVANTE BACT 5L,827249,1,MEAT_SPECIAL_HANDLING-2-4-A1-5,12,12,8,8,0,0,4,4
CREME LAVANTE 5L,835833,1,"MEAT_SPECIAL_HANDLING-6-12-A3-4,MEAT_SPECIAL_HANDLING-5-32-A4-2",33,33,29,29,0,0,4,4
BUHLER 250 CIGARETTES BTE FER,394823,1,"MEAT_SPECIAL_HANDLING-11-15-A2-1,MEAT_SPECIAL_HANDLING-11-16-A3-4",27,27,23,23,0,0,4,4
VDE CUISS PLT SOS AP J STD SAT,871025,1,MEAT_SPECIAL_HANDLING-20-5-A1-1,7.85,7.85,3.83,3.83,0,0,4.02,4.02
"FLT SAUM 1,9/2,3 X20 EL/NO S/V.SALMO SALAR",709486,1,null,4.77,4.77,0,0,0,0,4.77,4.77
PATATE DCE MC 11K C.600/900 A PESER FRFRANCE,714259,1,MEAT_SPECIAL_HANDLING-31-9-A1-4,67.1,67.1,62.2,62.2,0,0,4.8999999999999915,4.8999999999999915
LAIT DE COCO 1L THAI KITCHEN,836887,1,"MEAT_SPECIAL_HANDLING-6-20-C1-1,MEAT_SPECIAL_HANDLING-7-16-A1-2,MEAT_SPECIAL_HANDLING-6-23-B1-1",368,368,363,363,0,0,5,5
ARIEL LIQUIDE ORIGINAL 24D,891495,1,MEAT_SPECIAL_HANDLING-5-26-A4-1,10,10,5,5,0,0,5,5
POT CARAMEL BEUR SAL 720G ALSA,320395,1,MEAT_SPECIAL_HANDLING-11-14-A3-2,17,17,12,12,0,0,5,5
CAFE GRAIN ETHIOPIE 1KG,869368,1,MEAT_SPECIAL_HANDLING-11-18-A3-5,15,15,10,10,0,0,5,5
50 SAC PAP KRAFT POIG 26X14X32,394076,1,MEAT_SPECIAL_HANDLING-4-34-A1-3,40,40,35,35,0,0,5,5
50 SAC POIGNEE BLANC 32X22X24,833241,1,MEAT_SPECIAL_HANDLING-6-8-A4-1,8,8,3,3,0,0,5,5
MP 12 CASSOLETTES 12CM TERRE,863239,1,MEAT_SPECIAL_HANDLING-12-30-B1-2,24,24,19,19,0,0,5,5
PAIN MIE COMPL.LC 1000G MC,628910,1,MEAT_SPECIAL_HANDLING-22-7-A1-4,32,32,27,27,0,0,5,5
MANGUE PRE MURIE MC PC5 C1 PEPEROU,704801,1,MEAT_SPECIAL_HANDLING-31-11-A1-1,33,165,32,160,0,0,1,5
DAURADE ROYALE 4/600 MC X5 EL/FR MGF.SPARUS AURATA,34912,1,FISH-55-6-A1-1,10,10,5,5,0,0,5,5
9854.EVIAN-BAD.20X50STUB. VIDE,226971,1,null,5,5,0,0,0,0,5,5
9854.SPELLEGRIN 20X50CL   VIDE,226995,1,null,5,5,0,0,0,0,5,5
MC ROMARIN MONDE  100G  PO,248341,1,"MEAT_SPECIAL_HANDLING-11-18-A3-2,UNLOADING-1",50,50,45,45,0,0,5,5
COURG MC 5K C.14/21 C1 ESESPAGNE,714890,1,null,5,5,0,0,0,0,5,5
FLEUR MINI PENSEE MIXTE ESPESPAGNE,712175,1,null,5,5,0,0,0,0,5,5
MC PALET CHOCO NOIR 50% 5KG,840451,1,IN-1,53,53,48,48,0,0,5,5
POITRINE PORC 4F AOS IGPSO S/V,154794,1,MEAT_SPECIAL_HANDLING-25-8-A4-7,13.21,13.21,7.8,7.8,0,0,5.410000000000001,5.410000000000001
MONTAGNY 1C MONT BUXY 75CL,810498,1,MEAT_SPECIAL_HANDLING-9-29-A2-5,12,12,1,6,0,0,11,6
CREME TARTUFATA TAPENADE 540G,325533,1,null,6,6,0,0,0,0,6,6
CH CLAUZOTS BLC GRAV 75CL,884012,1,null,6,6,0,0,0,0,6,6
LIQUEUR ST GERMAIN 20D 70CL,649918,1,MEAT_SPECIAL_HANDLING-8-3-A3-1,29,29,23,23,0,0,6,6
HACHEVR 20%MG VBFHAL 750X2 SAT,399297,1,MEAT_SPECIAL_HANDLING-26-17-A3-8,8,8,2,2,0,0,6,6
PT ETOILE BRT SS ALC BIO* 75CL,880588,1,null,1,6,0,0,0,0,1,6
CREME M.BRIZARD CASSIS 15D 1L,882153,1,MEAT_SPECIAL_HANDLING-9-17-A2-4,12,12,6,6,0,0,6,6
BUCHETTE MELANGE 175G ARO,892863,1,MEAT_SPECIAL_HANDLING-24-12-A4-2,8,48,7,42,0,0,1,6
ECLAT CARAMELIS 540G VAHINE,682352,1,MEAT_SPECIAL_HANDLING-10-32-A2-1,18,18,12,12,0,0,6,6
C.ROTIE BR/BL GUIGAL 75CL MIL,326104,1,MEAT_SPECIAL_HANDLING-8-33-A3-1,12,12,1,6,0,0,11,6
MONTEL RIOJA RES 75CL ESP,807381,1,MEAT_SPECIAL_HANDLING-8-27-A3-2,2,12,1,6,0,0,1,6
CREME BALS BLCHE PAILL OR 500G,398885,1,null,6,6,0,0,0,0,6,6
MPRO  250 SERV 2P JAUN 40X40,388093,1,"MEAT_SPECIAL_HANDLING-8-26-A2-4,MEAT_SPECIAL_HANDLING-4-23-B1-2",30,30,24,24,0,0,6,6
*SEMOUL BLE DUR MOYEN 5KG REN,835519,1,"MEAT_SPECIAL_HANDLING-10-8-A1-1,MEAT_SPECIAL_HANDLING-6-11-A2-2,MEAT_SPECIAL_HANDLING-8-14-C1-3",50,50,44,44,0,0,6,6
RHUM DAMOISEAU BLC 40D 70CL,235292,1,MEAT_SPECIAL_HANDLING-8-25-A4-3,18,18,12,12,0,0,6,6
H.O EXTRA VIERGE ONDOLIVA 1L,835482,1,MEAT_SPECIAL_HANDLING-10-11-A4-3,7,42,6,36,0,0,1,6
CTX VAR RSE AOC REFLET 75C MIL,394969,1,MEAT_SPECIAL_HANDLING-8-19-A3-2,12,12,1,6,0,0,11,6
BRG.PN RGE V.VIGNOT 75CL,808842,1,"MEAT_SPECIAL_HANDLING-9-29-A3-4,MEAT_SPECIAL_HANDLING-9-29-C1-1",17,102,16,96,0,0,1,6
MC OIGNONS GRILLES BOCAL 1700M,860556,1,MEAT_SPECIAL_HANDLING-10-13-A1-5,9,9,3,3,0,0,6,6
OC RGE BIO* ROUGE CLAIR 75CL,892955,1,MEAT_SPECIAL_HANDLING-9-27-A1-1,18,18,12,12,0,0,6,6
FANTA ORANGE 25CL CONS PLEINE,886655,1,null,6,6,0,0,0,0,6,6
MARTINI ROSE 14.4D 1L,857414,1,MEAT_SPECIAL_HANDLING-9-9-A2-2,18,18,12,12,0,0,6,6
CTX LAYON MIL BIO*TOMAZ 75CL,837425,1,MEAT_SPECIAL_HANDLING-8-33-A4-1,12,12,1,6,0,0,11,6
SOLIG 200 LINGET DESINF S RINC,888885,1,null,6,6,0,0,0,0,6,6
BDX SUP RGE FONTBREUIL 75CL,894762,1,MEAT_SPECIAL_HANDLING-8-27-A3-3,4,24,3,18,0,0,1,6
CONFITUR CLEMENTINE CORSE 980G,320440,1,MEAT_SPECIAL_HANDLING-8-4-A1-5,30,30,24,24,0,0,6,6
MENETOU BLC MIL 75CL ERMIT,633480,1,MEAT_SPECIAL_HANDLING-8-33-A3-4,12,12,1,6,0,0,11,6
VDP GASC HIROND BLC COLOMB10L,650034,1,MEAT_SPECIAL_HANDLING-9-25-A4-3,9,9,3,3,0,0,6,6
EGREN BF 20%MG 1KG HAL CERT,894346,1,DEEP_FROZEN-43-15-A4-1,12,12,6,6,0,0,6,6
MC GRAINE DE SESAME BLANC 1KG,891347,1,MEAT_SPECIAL_HANDLING-11-17-A3-2,13,13,7,7,0,0,6,6
VERMICEL MULTI 700G VAHINE,684875,1,null,6,6,0,0,0,0,6,6
CREME SIRO PAILL BEUR SAL500ML,887725,1,null,6,6,0,0,0,0,6,6
FUT PLEIN 30L CONSIGNE,383777,1,null,6,6,0,0,0,0,6,6
POUILLY FUME M.LAURENT 75CL,808768,1,MEAT_SPECIAL_HANDLING-9-23-A3-1,6,36,5,30,0,0,1,6
IGP OC RGE BRUME SALINE 75CL,866287,1,"MEAT_SPECIAL_HANDLING-9-35-A1-3,MEAT_SPECIAL_HANDLING-9-35-A1-1",24,24,8,18,0,0,16,6
MUTTI POLPA TOM CONCASS 4/4,835133,1,MEAT_SPECIAL_HANDLING-12-6-A4-1,5,30,4,24,0,0,1,6
ITA RGE PUGLIA LUPO 75CL MIL,838126,1,MEAT_SPECIAL_HANDLING-9-25-A3-3,12,12,6,6,0,0,6,6
VODKA CIROC BLUE 40D 70CL,681386,1,MEAT_SPECIAL_HANDLING-9-27-A2-4,11,11,5,5,0,0,6,6
LUDEMAN ROUGE MIL GRAV 75C,807210,1,MEAT_SPECIAL_HANDLING-8-30-A1-2,38,228,37,222,0,0,1,6
LUSSAC ST EM CRX ST ROC 75CL,891803,1,null,6,6,0,0,0,0,6,6
ITA RGE BORGOBRUNO 75CL,836323,1,null,6,6,0,0,0,0,6,6
MASCARPONE POT 500G MC,236214,1,"MEAT_SPECIAL_HANDLING-21-9-B1-1,MEAT_SPECIAL_HANDLING-23-4-A1-4",790,790,784,784,0,0,6,6
CASSONADE 1KG  SAINT LOUIS,839640,1,"MEAT_SPECIAL_HANDLING-7-11-A1-1,MEAT_SPECIAL_HANDLING-7-11-B1-2,MEAT_SPECIAL_HANDLING-7-3-B1-3",263,1578,262,1572,0,0,1,6
EXTR DE VANILLE MADAGASCAR 1L,181644,1,MEAT_SPECIAL_HANDLING-9-12-A2-3,12,12,6,6,0,0,6,6
SAUT 75CL MIL RECOLT OR AOC,815595,1,null,6,6,0,0,0,0,6,6
9975.VITTEL    24X25STUB PLEIN,226783,1,null,7,7,0,0,0,0,7,7
CONSIGNE PAL ROUGE 100/120 LPR,890060,1,null,7,7,0,0,0,0,7,7
POUDRE DE LAIT 26%MG 10KG PRES,148540,1,MEAT_SPECIAL_HANDLING-11-14-A1-5,11,11,4,4,0,0,7,7
MC AMAND BLANC HACHEE  BIO*1KG,891382,1,MEAT_SPECIAL_HANDLING-11-7-A2-4,15,15,7,7,0,0,8,8
MC NOISETTE PDRE NATURELLE 1KG,888990,1,MEAT_SPECIAL_HANDLING-11-10-A1-2,22,22,14,14,0,0,8,8
CAIS.PERRIER VC12X100CL   PLEI,226725,1,null,8,8,0,0,0,0,8,8
CAISSE TOP 5 SNICKERS,380716,1,"MEAT_SPECIAL_HANDLING-8-4-A2-1,MEAT_SPECIAL_HANDLING-10-36-A3-5",27,27,19,19,0,0,8,8
MC ECLATS CARAMEL 1-3MM 800G,675887,1,null,8,8,0,0,0,0,8,8
BRANDADE MORUE PARM. 4X2P.NC,706397,1,FISH-52-2-A1-2,5,20,3,12,0,0,2,8
"SPATZLI AUX OEUFS  2,5 KG",806388,1,"DEEP_FROZEN-43-17-A2-3,DEEP_FROZEN-43-17-A2-4,DEEP_FROZEN-43-17-B1-4",28,28,20,20,0,0,8,8
PLT LR PAC JN S/F 1.7+ MC,867052,1,MEAT_SPECIAL_HANDLING-20-19-A1-3,12.14,12.14,3.93,3.93,0,0,8.21,8.21
SCHEPPES AGRUM 24X25CL VIDE,633937,1,null,9,9,0,0,0,0,9,9
AVO PRE MURI MC C.203/243 PC9 MA C1MAROC,761159,1,MEAT_SPECIAL_HANDLING-31-3-A1-3,9,81,8,72,0,0,1,9
AVO PRE MURI MC C.203/243 PC9 ES C1ESPAGNE,704292,1,null,1,9,0,0,0,0,1,9
CAIS.SANPELLEGR 12X100CL  VIDE,226802,1,null,10,10,0,0,0,0,10,10
FUT SOMBRERO/GOUDALE 20L PLEIN,173907,1,null,10,10,0,0,0,0,10,10
PERSIL PLAT BOTT MC 30G,84796,1,"MEAT_SPECIAL_HANDLING-33-8-A2-4,MEAT_SPECIAL_HANDLING-33-12-A3-8",21,105,19,95,0,0,2,10
1/4 ARRIERE PLT BL HAL 10KG FR,177470,1,"MEAT_SPECIAL_HANDLING-23-2-B1-2,MEAT_SPECIAL_HANDLING-24-19-A1-4",59,59,49,49,0,0,10,10
9854.SPELLEGRIN 20X50CL  PLEIN,226993,1,null,10,10,0,0,0,0,10,10
RIZDOR BOITE   100G DUCROS,253385,1,MEAT_SPECIAL_HANDLING-11-14-A4-3,27,27,17,17,0,0,10,10
PLATEAUX 60X40 METROPRO,835660,1,MEAT_SPECIAL_HANDLING-12-20-B1-1,13,130,12,120,0,0,1,10
THOR FUT 20L CONSIGNE PLEINE,896634,1,null,10,10,0,0,0,0,10,10
100 SERV DBLE PT NOIR 20X20,858426,1,"MEAT_SPECIAL_HANDLING-7-27-B1-3,MEAT_SPECIAL_HANDLING-7-33-A4-2,MEAT_SPECIAL_HANDLING-6-7-A4-1",90,90,80,80,0,0,10,10
MPRO SERV DP KANGOUROU 2P BLC,895387,1,MEAT_SPECIAL_HANDLING-5-30-A1-4,38,38,28,28,0,0,10,10
FARINE DE BLE T55 1KG,859437,1,"MEAT_SPECIAL_HANDLING-9-14-C1-2,MEAT_SPECIAL_HANDLING-9-6-C1-3,MEAT_SPECIAL_HANDLING-9-2-A2-3,MEAT_SPECIAL_HANDLING-9-8-C1-3",210,2100,209,2090,0,0,1,10
FRUIT PASSION 2K  A PESER  C1 COCOLOMBIE,7134,1,null,10.02,10.02,0,0,0,0,10.02,10.02
ARO HUILE OLIVE VE 1L,885122,1,"MEAT_SPECIAL_HANDLING-7-3-B1-2,MEAT_SPECIAL_HANDLING-7-16-A1-3",404,404,393,393,0,0,11,11
CTE BLAYE RGE BIO* GAB 75CL,810973,1,"MEAT_SPECIAL_HANDLING-9-23-A3-2,MEAT_SPECIAL_HANDLING-9-23-B1-2",90,90,78,78,0,0,12,12
MUSCADE MOULUE 1KG ARO,895625,1,null,12,12,0,0,0,0,12,12
MC PIGNON DE PIN 1KG,891355,1,MEAT_SPECIAL_HANDLING-10-23-A3-1,19,19,7,7,0,0,12,12
PAGO NECTAR ANANAS 20CL  VP,396323,1,MEAT_SPECIAL_HANDLING-4-1-A1-3,21,252,20,240,0,0,1,12
RIOBA PUR JUS MULTI TO 25CL,805904,1,MEAT_SPECIAL_HANDLING-4-3-A4-3,13,156,12,144,0,0,1,12
SAUCE BASILIC 400G BARILLA,835104,1,MEAT_SPECIAL_HANDLING-11-12-A1-1,8,48,6,36,0,0,2,12
LORINA LIMONADE VP 33CL,396938,1,MEAT_SPECIAL_HANDLING-2-23-A1-2,43,516,42,504,0,0,1,12
MPRO DEGRAISS SURF ALIM 750ML,827263,1,"UNLOADING-1,MEAT_SPECIAL_HANDLING-2-2-A1-1",98,98,86,86,0,0,12,12
CONF. CER.GRIOT. 370G B.MAMANX,839553,1,MEAT_SPECIAL_HANDLING-11-13-A4-1,22,132,20,120,0,0,2,12
ORATOIRE CHAS.SPL MOUL 75CL,891411,1,MEAT_SPECIAL_HANDLING-8-35-A2-5,24,24,2,12,0,0,22,12
GRANITE 1L PASSION MONTAIGU,633365,1,null,12,12,0,0,0,0,12,12
LEMONAID GINGER BIO* 33CL VP,871934,1,MEAT_SPECIAL_HANDLING-5-23-A4-5,5,60,4,48,0,0,1,12
PAPRIKA FUME 230GRS,830929,1,MEAT_SPECIAL_HANDLING-11-15-A2-3,32,32,20,20,0,0,12,12
MAUREL HLE TOURNESOL 25L,211161,1,"MEAT_SPECIAL_HANDLING-2-10-C1-1,MEAT_SPECIAL_HANDLING-2-10-B1-1,MEAT_SPECIAL_HANDLING-2-12-B1-1,MEAT_SPECIAL_HANDLING-2-10-B1-2,MEAT_SPECIAL_HANDLING-1-34-B1-2,MEAT_SPECIAL_HANDLING-1-26-B1-2,MEAT_SPECIAL_HANDLING-2-10-C1-2,MEAT_SPECIAL_HANDLING-1-34-B1-1,MEAT_SPECIAL_HANDLING-1-24-C1-2,MEAT_SPECIAL_HANDLING-2-4-B1-2,MEAT_SPECIAL_HANDLING-2-8-C1-2,MEAT_SPECIAL_HANDLING-2-12-B1-2,MEAT_SPECIAL_HANDLING-1-28-A1-2,MEAT_SPECIAL_HANDLING-2-8-B1-1,MEAT_SPECIAL_HANDLING-1-26-A1-1,MEAT_SPECIAL_HANDLING-2-2-C1-2,MEAT_SPECIAL_HANDLING-2-12-C1-1,MEAT_SPECIAL_HANDLING-2-4-C1-2,MEAT_SPECIAL_HANDLING-1-24-C1-1,MEAT_SPECIAL_HANDLING-2-14-C1-2,MEAT_SPECIAL_HANDLING-1-24-B1-2,MEAT_SPECIAL_HANDLING-2-14-B1-2,MEAT_SPECIAL_HANDLING-2-12-C1-2,MEAT_SPECIAL_HANDLING-1-28-A1-3,MEAT_SPECIAL_HANDLING-1-10-A1-2,MEAT_SPECIAL_HANDLING-2-2-C1-3,MEAT_SPECIAL_HANDLING-2-14-C1-1,MEAT_SPECIAL_HANDLING-2-4-C1-3,MEAT_SPECIAL_HANDLING-1-34-C1-1",921,921,909,909,0,0,12,12
LAIT UHT ENTIER 1L PPX BK (P,840747,1,MEAT_SPECIAL_HANDLING-20-3-A1-3,44,264,42,252,0,0,2,12
"COCA COLA REG PET 1,25L",827222,1,"MEAT_SPECIAL_HANDLING-4-20-C1-1,MEAT_SPECIAL_HANDLING-4-21-C1-2,MEAT_SPECIAL_HANDLING-1-23-B1-2,MEAT_SPECIAL_HANDLING-4-6-C1-2,MEAT_SPECIAL_HANDLING-1-15-B1-1,MEAT_SPECIAL_HANDLING-3-15-A1-1,MEAT_SPECIAL_HANDLING-3-20-C1-2,MEAT_SPECIAL_HANDLING-4-20-C1-2",381,4572,380,4560,0,0,1,12
EVIAN 1L  VC,397583,1,"MEAT_SPECIAL_HANDLING-1-27-A1-2,MEAT_SPECIAL_HANDLING-1-27-B1-1,MEAT_SPECIAL_HANDLING-1-35-B1-1,MEAT_SPECIAL_HANDLING-1-2-B1-1,MEAT_SPECIAL_HANDLING-1-2-B1-3,MEAT_SPECIAL_HANDLING-1-25-B1-1",269,3228,268,3216,0,0,1,12
CDP RSE RAMATERRA 75CL MIL,855174,1,null,2,12,0,0,0,0,2,12
CONFITUR FRAISE 1KG ARO,839589,1,MEAT_SPECIAL_HANDLING-10-35-A3-3,31,31,19,19,0,0,12,12
9854.VITTEL    20X50STUB PLEIN,226781,1,null,13,13,0,0,0,0,13,13
CAIS.PERSON.   24X33CL    VIDE,226864,1,null,13,13,0,0,0,0,13,13
SPRITE 25CL CONS PLEINE,886648,1,null,14,14,0,0,0,0,14,14
FUZETEA 25CL CONSIGNE PLEINE,881810,1,null,14,14,0,0,0,0,14,14
MC POIV NOIR MOULU 550G MC,834924,1,MEAT_SPECIAL_HANDLING-11-3-A1-1,17,17,1,1,0,0,16,16
SAL FDC MIXTE MC PC8 C1 FRFRANCE,702350,1,MEAT_SPECIAL_HANDLING-31-3-A1-1,3,24,1,8,0,0,2,16
EGRENE AU BF 20%MG HAL 1KG UE,141733,1,"DEEP_FROZEN-43-3-B1-1,DEEP_FROZEN-40-11-B1-4,DEEP_FROZEN-41-12-A1-2",516,516,500,500,0,0,16,16
TUBE CO2 10KG BICOLORE PLEINE,135185,1,null,18,18,0,0,0,0,18,18
CONFITUR EXTRAFIGUE CORSE 980G,684253,1,MEAT_SPECIAL_HANDLING-11-30-A3-3,60,60,42,42,0,0,18,18
100 BTE PIZZA KRAFT BRUN 29X29,394392,1,"MEAT_SPECIAL_HANDLING-6-28-B1-1,MEAT_SPECIAL_HANDLING-6-7-B1-1,MEAT_SPECIAL_HANDLING-6-5-A3-1,MEAT_SPECIAL_HANDLING-6-22-B1-2",70,70,52,52,0,0,18,18
CARAMEL A L'ANCIENNE 1L VAHINE,839869,1,"MEAT_SPECIAL_HANDLING-11-9-A3-3,MEAT_SPECIAL_HANDLING-10-9-A4-2",47,47,29,29,0,0,18,18
SCE FRUIT ROUGE 1KG SWEETIES,682350,1,MEAT_SPECIAL_HANDLING-10-33-A1-1,28,28,10,10,0,0,18,18
50 CUILLERE A SOUPE PAP 17CM,882590,1,MEAT_SPECIAL_HANDLING-5-35-A4-5,20,20,1,1,0,0,19,19
50 FOURCHETTE PAP 17CM,882461,1,MEAT_SPECIAL_HANDLING-5-36-A1-5,40,40,21,21,0,0,19,19
JOUE PORC SEMI PARE S/V UE,673974,1,MEAT_SPECIAL_HANDLING-20-14-A1-4,32.53,32.53,13.47,13.47,0,0,19.060000000000002,19.060000000000002
"POM.FRITES 9/9 2,5KG MC",396988,1,DEEP_FROZEN-41-6-A1-3,34,136,29,116,0,0,5,20
RIZ DU CAMBODGE 20KG PERL ASIE,688649,1,"MEAT_SPECIAL_HANDLING-10-29-B1-2,MEAT_SPECIAL_HANDLING-5-20-A1-3",54,54,34,34,0,0,20,20
ESTRAGON BOTTE MC 30G X5,703800,1,MEAT_SPECIAL_HANDLING-33-11-A4-2,12,60,8,40,0,0,4,20
DORITOS NACHO CHEESE 160G,892161,1,MEAT_SPECIAL_HANDLING-11-8-A4-4,6,60,4,40,0,0,2,20
PAIN HAMBURGER D11CM 30X80G,866618,1,"DEEP_FROZEN-43-9-B1-4,UNLOADING-1,DEEP_FROZEN-40-8-A1-2,DEEP_FROZEN-43-8-B1-3,DEEP_FROZEN-40-8-B1-1",152,152,131,131,0,0,21,21
